rank,name,position,team,adp,high,low,stdev,bye,source
1,Jahmyr Gibbs,RB,DET,1.5,1,4,0.7,6,ffc
2,Bijan Robinson,RB,ATL,2.1,1,4,0.7,11,ffc
3,Puka Nacua,WR,LAR,2.5,1,3,0.8,11,ffc
4,Ja'Marr Chase,WR,CIN,4.0,2,7,0.9,6,ffc
5,Jaxon Smith-Njigba,WR,SEA,5.1,3,8,1.0,11,ffc
6,Christian McCaffrey,RB,SF,5.7,3,12,1.4,8,ffc
7,Jonathan Taylor,RB,IND,6.4,2,10,1.6,13,ffc
8,Amon-Ra St. Brown,WR,DET,7.8,5,13,1.6,6,ffc
9,De'Von Achane,RB,MIA,9.2,4,13,1.8,6,ffc
10,Drake London,WR,ATL,10.4,6,14,1.6,11,ffc
11,James Cook III,RB,BUF,10.7,5,16,2.1,7,ffc
12,Derrick Henry,RB,BAL,10.9,8,16,1.7,13,ffc
13,Rashee Rice,WR,KC,13.2,9,19,2.2,5,ffc
14,CeeDee Lamb,WR,DAL,13.6,9,21,2.3,14,ffc
15,Justin Jefferson,WR,MIN,14.3,8,20,2.5,6,ffc
16,Ashton Jeanty,RB,LV,15.0,7,21,3.0,13,ffc
17,Chase Brown,RB,CIN,16.8,10,22,2.4,6,ffc
18,Saquon Barkley,RB,PHI,17.2,9,25,3.0,10,ffc
19,A.J. Brown,WR,NE,18.8,11,28,2.7,11,ffc
20,George Pickens,WR,DAL,21.0,15,26,2.2,14,ffc
21,Omarion Hampton,RB,LAC,21.3,11,29,3.7,7,ffc
22,Josh Jacobs,RB,GB,21.3,15,27,2.3,11,ffc
23,Chris Olave,WR,NO,22.7,16,29,2.7,8,ffc
24,Nico Collins,WR,HOU,23.0,15,31,2.8,8,ffc
25,Zay Flowers,WR,BAL,25.8,19,30,2.7,13,ffc
26,Breece Hall,RB,NYJ,25.8,20,31,2.6,13,ffc
27,Kenneth Walker III,RB,KC,25.8,15,36,4.1,5,ffc
28,Josh Allen,QB,BUF,25.8,13,37,4.8,7,ffc
29,Jeremiyah Love,RB,ARI,27.0,17,36,3.8,14,ffc
30,Garrett Wilson,WR,NYJ,29.9,25,36,3.0,13,ffc
31,Kyren Williams,RB,LAR,31.3,23,39,3.3,11,ffc
32,Cam Skattebo,RB,NYG,32.4,24,38,2.9,8,ffc
33,DeVonta Smith,WR,PHI,32.5,23,46,3.7,10,ffc
34,Emeka Egbuka,WR,TB,32.7,21,43,4.3,10,ffc
35,Javonte Williams,RB,DAL,35.4,26,44,3.5,14,ffc
36,Malik Nabers,WR,NYG,35.7,23,45,4.7,8,ffc
37,Tetairoa McMillan,WR,CAR,36.2,28,43,3.5,5,ffc
38,Tee Higgins,WR,CIN,38.1,27,48,4.0,6,ffc
39,Travis Etienne Jr.,RB,NO,38.7,30,46,3.7,8,ffc
40,Davante Adams,WR,LAR,39.9,30,50,3.7,11,ffc
41,Bucky Irving,RB,TB,40.2,30,50,3.9,10,ffc
42,Jameson Williams,WR,DET,42.3,36,49,3.3,6,ffc
43,Terry McLaurin,WR,WAS,42.6,32,54,3.8,7,ffc
44,Trey McBride,TE,ARI,42.8,19,57,9.1,14,ffc
45,D'Andre Swift,RB,CHI,43.3,33,53,4.0,10,ffc
46,Rome Odunze,WR,CHI,44.0,33,55,4.0,10,ffc
47,Brock Bowers,TE,LV,45.8,21,63,9.6,13,ffc
