rank,name,position,team,adp,high,low,stdev,bye,source
1,Jahmyr Gibbs,RB,DET,1.5,1,4,0.7,6,ffc
2,Bijan Robinson,RB,ATL,2.2,1,4,0.7,11,ffc
3,Puka Nacua,WR,LAR,2.8,1,4,0.6,11,ffc
4,Ja'Marr Chase,WR,CIN,4.1,1,7,0.9,6,ffc
5,Jaxon Smith-Njigba,WR,SEA,5.3,2,8,1.1,11,ffc
6,Jonathan Taylor,RB,IND,6.0,3,10,1.4,13,ffc
7,Christian McCaffrey,RB,SF,6.5,3,11,1.6,8,ffc
8,Amon-Ra St. Brown,WR,DET,7.8,3,13,1.7,6,ffc
9,Drake London,WR,ATL,9.8,5,13,1.6,11,ffc
10,Derrick Henry,RB,BAL,10.0,5,15,1.8,13,ffc
11,De'Von Achane,RB,MIA,10.7,6,15,1.7,6,ffc
12,James Cook III,RB,BUF,11.9,5,20,2.6,7,ffc
13,Rashee Rice,WR,KC,12.3,10,16,1.6,5,ffc
14,CeeDee Lamb,WR,DAL,12.5,6,20,2.4,14,ffc
15,Ashton Jeanty,RB,LV,14.3,7,24,2.8,13,ffc
16,Justin Jefferson,WR,MIN,15.0,8,21,2.5,6,ffc
17,Chase Brown,RB,CIN,16.5,10,22,2.4,6,ffc
18,Saquon Barkley,RB,PHI,18.2,10,29,3.1,10,ffc
19,A.J. Brown,WR,NE,19.0,12,24,2.6,11,ffc
20,George Pickens,WR,DAL,19.7,14,27,2.5,14,ffc
21,Omarion Hampton,RB,LAC,21.8,11,32,3.9,7,ffc
22,Josh Jacobs,RB,GB,22.0,16,28,2.3,11,ffc
23,Chris Olave,WR,NO,23.2,17,28,2.3,8,ffc
24,Josh Allen,QB,BUF,23.3,5,35,7.0,7,ffc
25,Nico Collins,WR,HOU,23.3,16,31,2.6,8,ffc
26,Zay Flowers,WR,BAL,25.6,19,32,2.3,13,ffc
27,Breece Hall,RB,NYJ,26.2,20,34,3.1,13,ffc
28,Kenneth Walker,RB,KC,26.8,15,37,4.2,5,ffc
29,Jeremiyah Love,RB,ARI,28.4,18,36,3.6,14,ffc
30,Garrett Wilson,WR,NYJ,30.0,25,39,2.9,13,ffc
31,DeVonta Smith,WR,PHI,31.2,22,43,3.4,10,ffc
32,Emeka Egbuka,WR,TB,32.0,24,41,3.5,10,ffc
33,Kyren Williams,RB,LAR,32.3,21,40,4.0,11,ffc
34,Cam Skattebo,RB,NYG,32.7,21,42,4.4,8,ffc
35,Malik Nabers,WR,NYG,33.0,21,48,4.4,8,ffc
36,Javonte Williams,RB,DAL,36.0,25,45,3.9,14,ffc
37,Tetairoa McMillan,WR,CAR,36.2,27,47,3.4,5,ffc
38,Tee Higgins,WR,CIN,38.5,28,47,3.9,6,ffc
39,Davante Adams,WR,LAR,39.6,30,56,4.0,11,ffc
40,Travis Etienne Jr.,RB,NO,40.1,30,52,4.3,8,ffc
41,Jameson Williams,WR,DET,41.0,32,48,3.2,6,ffc
42,Terry McLaurin,WR,WAS,42.4,35,56,3.6,7,ffc
43,D'Andre Swift,RB,CHI,43.2,32,54,4.0,10,ffc
44,Rome Odunze,WR,CHI,44.6,32,60,4.7,10,ffc
45,Bucky Irving,RB,TB,44.7,33,58,4.9,10,ffc
