rank,name,position,team,adp,high,low,stdev,bye,source
1,Jahmyr Gibbs,RB,DET,1.5,1,4,0.7,6,ffc
2,Bijan Robinson,RB,ATL,2.1,1,4,0.7,11,ffc
3,Puka Nacua,WR,LAR,2.5,1,3,0.7,11,ffc
4,Ja'Marr Chase,WR,CIN,4.0,2,7,0.9,6,ffc
5,Jaxon Smith-Njigba,WR,SEA,5.2,3,7,0.9,11,ffc
6,Christian McCaffrey,RB,SF,5.8,3,9,1.3,8,ffc
7,Jonathan Taylor,RB,IND,6.5,2,10,1.6,13,ffc
8,Amon-Ra St. Brown,WR,DET,7.8,5,13,1.6,6,ffc
9,De'Von Achane,RB,MIA,9.2,4,13,1.8,6,ffc
10,Drake London,WR,ATL,10.5,6,14,1.6,11,ffc
11,James Cook III,RB,BUF,10.7,5,16,2.1,7,ffc
12,Derrick Henry,RB,BAL,10.9,5,16,2.1,13,ffc
13,Rashee Rice,WR,KC,13.0,10,19,2.0,5,ffc
14,CeeDee Lamb,WR,DAL,13.4,7,21,2.3,14,ffc
15,Justin Jefferson,WR,MIN,14.4,8,19,2.3,6,ffc
16,Ashton Jeanty,RB,LV,15.2,7,21,2.9,13,ffc
17,Chase Brown,RB,CIN,16.7,10,22,2.5,6,ffc
18,Saquon Barkley,RB,PHI,17.0,9,25,3.0,10,ffc
19,A.J. Brown,WR,NE,18.8,11,28,2.8,11,ffc
20,George Pickens,WR,DAL,20.9,15,26,2.2,14,ffc
21,Omarion Hampton,RB,LAC,21.5,12,29,3.6,7,ffc
22,Josh Jacobs,RB,GB,21.7,17,28,2.2,11,ffc
23,Chris Olave,WR,NO,22.9,18,29,2.6,8,ffc
24,Nico Collins,WR,HOU,23.1,15,31,2.9,8,ffc
25,Josh Allen,QB,BUF,25.6,13,35,4.9,7,ffc
26,Zay Flowers,WR,BAL,25.7,19,30,2.4,13,ffc
27,Breece Hall,RB,NYJ,25.8,20,31,2.7,13,ffc
28,Kenneth Walker III,RB,KC,26.1,15,36,4.2,5,ffc
29,Jeremiyah Love,RB,ARI,26.8,15,35,4.3,14,ffc
30,Garrett Wilson,WR,NYJ,29.8,25,36,3.1,13,ffc
31,Kyren Williams,RB,LAR,31.0,21,39,3.5,11,ffc
32,Cam Skattebo,RB,NYG,32.1,24,38,3.0,8,ffc
33,DeVonta Smith,WR,PHI,32.4,23,46,3.7,10,ffc
34,Emeka Egbuka,WR,TB,33.1,22,43,4.0,10,ffc
35,Malik Nabers,WR,NYG,35.5,23,45,4.8,8,ffc
36,Javonte Williams,RB,DAL,35.6,26,44,3.7,14,ffc
37,Tetairoa McMillan,WR,CAR,36.2,28,43,3.5,5,ffc
38,Tee Higgins,WR,CIN,38.4,28,48,3.7,6,ffc
39,Travis Etienne Jr.,RB,NO,39.1,30,46,3.4,8,ffc
40,Davante Adams,WR,LAR,40.0,33,50,3.5,11,ffc
41,Bucky Irving,RB,TB,40.3,29,50,4.0,10,ffc
42,Jameson Williams,WR,DET,41.9,36,46,2.9,6,ffc
43,D'Andre Swift,RB,CHI,42.4,29,53,5.1,10,ffc
44,Terry McLaurin,WR,WAS,42.6,33,52,3.5,7,ffc
45,Trey McBride,TE,ARI,43.6,19,60,9.2,14,ffc
46,Rome Odunze,WR,CHI,44.5,34,57,4.0,10,ffc
47,Brock Bowers,TE,LV,45.7,20,66,9.6,13,ffc
