rank,name,position,team,adp,high,low,stdev,bye,source
1,Jahmyr Gibbs,RB,DET,1.5,1,4,0.7,6,ffc
2,Bijan Robinson,RB,ATL,2.1,1,4,0.7,11,ffc
3,Puka Nacua,WR,LAR,2.9,1,4,0.4,11,ffc
4,Ja'Marr Chase,WR,CIN,4.1,1,7,1.0,6,ffc
5,Jaxon Smith-Njigba,WR,SEA,5.4,1,8,1.3,11,ffc
6,Jonathan Taylor,RB,IND,5.9,3,10,1.3,13,ffc
7,Christian McCaffrey,RB,SF,6.7,3,10,1.5,8,ffc
8,Amon-Ra St. Brown,WR,DET,7.6,3,12,1.6,6,ffc
9,Derrick Henry,RB,BAL,10.4,7,15,1.5,13,ffc
10,James Cook III,RB,BUF,10.6,3,19,3.0,7,ffc
11,Drake London,WR,ATL,10.8,5,15,1.9,11,ffc
12,De'Von Achane,RB,MIA,11.3,6,18,2.1,6,ffc
13,CeeDee Lamb,WR,DAL,12.6,6,18,2.3,14,ffc
14,Rashee Rice,WR,KC,14.4,10,20,2.5,5,ffc
15,Justin Jefferson,WR,MIN,14.6,8,20,2.5,6,ffc
16,Chase Brown,RB,CIN,15.2,8,21,2.6,6,ffc
17,Ashton Jeanty,RB,LV,15.3,7,23,2.9,13,ffc
18,Saquon Barkley,RB,PHI,18.2,9,29,3.3,10,ffc
19,A.J. Brown,WR,NE,18.7,11,25,2.9,11,ffc
20,George Pickens,WR,DAL,19.3,14,24,2.3,14,ffc
21,Omarion Hampton,RB,LAC,21.8,11,30,3.9,7,ffc
22,Nico Collins,WR,HOU,22.5,16,30,2.9,8,ffc
23,Chris Olave,WR,NO,23.8,17,31,2.8,8,ffc
24,Josh Jacobs,RB,GB,24.6,16,34,3.5,11,ffc
25,Zay Flowers,WR,BAL,24.8,19,31,2.2,13,ffc
26,Kenneth Walker,RB,KC,24.9,13,36,4.5,5,ffc
27,Josh Allen,QB,BUF,28.2,10,43,6.9,7,ffc
28,Breece Hall,RB,NYJ,28.2,21,34,3.2,13,ffc
29,Malik Nabers,WR,NYG,28.7,18,44,4.1,8,ffc
30,Kyren Williams,RB,LAR,29.2,18,39,4.0,11,ffc
31,Jeremiyah Love,RB,ARI,30.2,20,38,3.9,14,ffc
32,Garrett Wilson,WR,NYJ,31.0,21,42,3.6,13,ffc
33,DeVonta Smith,WR,PHI,31.2,22,44,3.5,10,ffc
34,Cam Skattebo,RB,NYG,35.0,24,46,4.0,8,ffc
35,Emeka Egbuka,WR,TB,35.1,22,49,4.9,10,ffc
36,Tetairoa McMillan,WR,CAR,35.6,25,45,4.0,5,ffc
37,Javonte Williams,RB,DAL,36.0,25,47,4.0,14,ffc
38,Tee Higgins,WR,CIN,36.5,25,53,4.4,6,ffc
39,Davante Adams,WR,LAR,38.3,28,48,3.9,11,ffc
40,Jameson Williams,WR,DET,39.9,29,50,4.0,6,ffc
41,Trey McBride,TE,ARI,41.9,20,61,8.2,14,ffc
42,Travis Etienne Jr.,RB,NO,42.0,27,55,5.4,8,ffc
43,Ladd McConkey,WR,LAC,43.2,29,63,5.2,7,ffc
44,Terry McLaurin,WR,WAS,43.4,35,56,4.1,7,ffc
45,Brock Bowers,TE,LV,43.4,16,62,10.3,13,ffc
46,D'Andre Swift,RB,CHI,43.9,30,59,6.4,10,ffc
47,Rome Odunze,WR,CHI,45.1,32,60,4.7,10,ffc
